CLIENTE,RAZÓN SOCIAL,RFC,GRUPO,TIPO DE NEGOCIO,FECHA ALTA,SECTOR ECONÓMICO,SUBSECTOR ECONÓMICO,TIPO DE VENTA,CONTADO ESPECIAL,FECHA ALTA CRÉDITO,CRÉDITO,FECHA INICIO COBERTURA SEGURO,MONTO COBERTURA SEGURO,EMPRESA COBERTURA SEGURO,PLAZO,INTERÉS,ESTATUS,EMPRESA REGISTRO,SUCURSAL REGISTRO,PRODUCTO,DIRECCIÓN FISCAL,VENDEDOR(ES),TELÉFONO(S),GARANTÍA,IMPORTE FIANZA,IMPORTE PAGARÉ,IMPORTE CONTRATO,IMPORTE FILIAL,IMPORTE DISCRECIONAL,FECHA INICIO FIANZA,FECHA FIN FIANZA,FECHA INICIO PAGARÉ,FECHA FIN PAGARÉ,FECHA INICIO CONTRATO,FECHA FIN CONTRATO,FIANZA,FECHA VENC. FIANZA,
1092,AGRICOLA MURRIETA,AMU050730L90,,Distribuidora,09/05/2017,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL," AVENIDA SINALOITA #150 CENTRO C.P. 81110 Guasave, Sinaloa, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6871570871,",,,,undefined,,,,,,,undefined,undefined,,,
5179,AGRICOLA NB,ANB0308081A9,,GasPetroil,27/02/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," CABORCA #SN ANSELMO MACIAS C.P. 85970 Huatabampo, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6474285024,",,,,undefined,,,,,,,undefined,undefined,,,
2408,AGRICOLA NIETO SPR DE RL DE CV,ANI900914D46,,Distribuidora,27/01/2020,AGRICULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Salamanca," DIESEL AUTOMOTRIZ PETROIL, DIESEL AUTOMOTRIZ PETROIL"," HDA SN ANTONIO #KM 3.5 FRACC LABRADORES C.P. 38260 Villagrán, Guanajuato, México",,",",,,,undefined,,,,,,,undefined,undefined,,,
1946,AGRICOLA NUEVA ERA,ANE981124EP4,,Distribuidora,25/04/2019,AGROINDUSTRIA,,Credito,NO,25/04/2019,"$1,000,000.00",11/04/2019,"$1,000,000.00",Abastecedora,45,%0.10000000149,Activo,Abastecedora,Mexicali, DIESEL AUTOMOTRIZ PETROIL," CARRETERA A SAN LUIS KM 27 #0 MEZQUITAL C.P. 21841 Mexicali, Baja California, México",ABACOM - Mexicali - LUCAS JAVIER SANCHEZ DAVILA,"6535345185,653 534 32",,,,undefined,,,,,,,undefined,undefined,,,
6324,AGRICOLA NUEVO SENDERO,ANS071127R58,,Distribuidora,28/10/2024,AGRICULTURA,ASOCIACIÓN DE AGRICULTORES,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan,," SIN NOMBRE #SIN NUMERO . C.P. 52200 Calimaya, México, México",ABACOM - Mazatlan - CARLOS ALBERTO MUÑOZ SALAS,"7223947654,",,,,undefined,,,,,,,undefined,undefined,,,
113,AGRICOLA NUÑEZ SPR DE RI,ANS960711R78,NUÑEZ,Distribuidora,31/03/2012,ACUACULTURA,,Credito,NO,13/10/2017,"$250,000.00",,$0.00,Abastecedora,30,%0.10000000149,Activo,Abastecedora,Los Mochis, DIESEL AUTOMOTRIZ PETROIL," GABRIEL LEYVA SOLANO #42 SC C.P. 81120 Guasave, Sinaloa, México","ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD",",",,,,undefined,,,,,,,undefined,undefined,,,
1255,AGRICOLA ORQUI SA DE CV,AOR140217TS7,BACK & FORTH,Distribuidora,04/10/2017,AGRICULTURA,,Credito,NO,04/06/2018,"$600,000.00",03/05/2018,"$800,000.00",Abastecedora,28,%0.1,Activo,Abastecedora,Hermosillo,," DOMINGO OLIVARES #123 VALLE GRANDE C.P. 83205 Hermosillo, Sonora, México",ABACOM - Hermosillo - JESUS RAMON PRECIADO GARCIA,"3194162,6621484240",,,,undefined,,,,,,,undefined,undefined,,,
7621,AGRICOLA OT,AOT241029QS1,,GasPetroil,17/10/2025,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," BOULEVARDO JOSE MARIA MORELOS #443 los sabinos C.P. 83146 Hermosillo, Sonora, México","PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD","6621110673,",,,,undefined,,,,,,,undefined,undefined,,,
134,AGRICOLA PARALELO 38 SA DE CV,APT92091479A,,Distribuidora,30/04/2010,AGROINDUSTRIA,,Credito,NO,13/10/2017,"$500,000.00",24/07/2018,"$500,000.00",Abastecedora,25,%0.1,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL," ALVARO OBREGON #623 CENTRO C.P. 80000 Culiacán, Sinaloa, México",ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD,",6677143444",,,,undefined,,,,,,,undefined,undefined,,,
8229,AGRICOLA PERIHUETE,APS981029RM4,,Distribuidora,24/04/2026,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Los Mochis,," CALLE LAZARO CARDENAS #SN sn C.P. 81190 Guasave, Sinaloa, México",ABACOM - Los Mochis - JESUS ENRIQUE SALDAÑA ACOSTA,"0000000000,",,,,undefined,,,,,,,undefined,undefined,,,
133,AGRICOLA PREMIER EL TRIUNFO APT,APT120222JT5,,Distribuidora,01/04/2016,AGRICULTURA,ASOCIACIÓN DE AGRICULTORES,Credito,NO,13/10/2017,"$500,000.00",,"$500,000.00",Abastecedora,30,%0.1,Activo,Abastecedora,Hermosillo, DIESEL AUTOMOTRIZ PETROIL," JESUS GARCIA #156  CENTRO C.P. 83000 Hermosillo, Sonora, México | BOULEVARD FRANCISCO EUSEBIO KINO #315 LOMAS PITIC C.P. 83010 Hermosillo, Sonora, México","ABACOM - Hermosillo - RENE COTA VALENZUELA, ABACOM - Ciudad Obregon - RENE COTA VALENZUELA","1111111111,6622137058",,,,undefined,,,,,,,undefined,undefined,,,
6971,AGRICOLA QM 2832,AQD211231UC1,BESANA,Distribuidora,21/04/2025,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Ciudad Obregon,," REFORMA #SN SC C.P. 85507 Guaymas, Sonora, México",ABACOM - Ciudad Obregon - NELSON IVAN JARA VILLARREAL,"6621200444,",,,,undefined,,,,,,,undefined,undefined,,,
142,AGRICOLA RIAÑO S DE PR DE RL,ARI020828JV4,,Distribuidora,02/02/2017,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Salamanca, DIESEL AUTOMOTRIZ PETROIL,,,",",,,,undefined,,,,,,,undefined,undefined,,,
4761,AGRICOLA SAMARO,ASA2203179Q2,,GasPetroil,05/11/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," VALSEQUILLO #503 CENTRO C.P. 85290 Benito Juárez, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6441030271,",,,,undefined,,,,,,,undefined,undefined,,,
2955,AGRICOLA SAN ANICETO SPR DE RI,ASA101112MXA,,Distribuidora,18/01/2021,AGROINDUSTRIA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mexicali,," BENITO JUAREZ #SN LA BRECHA C.P. 81190 Guasave, Sinaloa, México",ABACOM - Mexicali - LUCAS JAVIER SANCHEZ DAVILA,"6878711760,",,,,undefined,,,,,,,undefined,undefined,,,
148,AGRICOLA SAN LUCIANO SPR DE RI,ASL9809025Q2,,Distribuidora,27/10/2014,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL,,ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD,",",,,,undefined,,,,,,,undefined,undefined,,,
7098,AGRICOLA SAN PABLO,ASP980504LE1,,Distribuidora,24/05/2025,AGRICULTURA,AGROINDUSTRIA,Credito,NO,25/06/2025,"$750,000.00",25/06/2025,"$750,000.00",Abastecedora,21,%0.125,Activo,Abastecedora,Villahermosa,," KM 8 CAMINO ESTACION ZANAPA A 8 KM DE LA ENTRADA BARISUR #KM8 TIERRA NUEVA 3A SECCION C.P. 86430 Huimanguillo, Tabasco, México",ABACOM - Villahermosa - ANGEL ALFREDO HERNANDEZ DIAZ,"9171121742,",,,,undefined,,,,,,,undefined,undefined,,,
2777,AGRICOLA SANFER S.A DE C.V,ASA061230A35,,Distribuidora,06/10/2020,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, DIESEL PETROIL"," SN #2341 OT CRISTOBAL COLON C.P. 80090 Culiacán, Sinaloa, México","ABACOM - Culiacan - ROSA MONTAÑO MACIEL, ACP - Culiacan - ROSA MONTAÑO MACIEL, AENE PRODUCE - Mazatlan - AMADO SABAS GUZMAN REYNAUD","6672018115,",,,,undefined,,,,,,,undefined,undefined,,,
4198,AGRICOLA SANVI,ASA09030371A,,Distribuidora,23/03/2023,AGRICULTURA,EMPACADORA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL," LUIS FIGUEROA #12 SANTIAGO IXCUINTLA CENTRO C.P. 63300 Santiago Ixcuintla, Nayarit, México",ABACOM - Mazatlan - CARLOS ALBERTO MUÑOZ SALAS,"3111451779,",,,,undefined,,,,,,,undefined,undefined,,,
6444,AGRICOLA SELVA,ASE060214KJ4,,GasPetroil,03/12/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," CARRETYERA LA VICTORIA #S/N LA VICTORIA C.P. 83304 Hermosillo, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6621117019,",,,,undefined,,,,,,,undefined,undefined,,,
1915,AGRICOLA SL,ASL070709I37,AGRICOLA SL,Distribuidora,04/04/2019,AGRICULTURA,AGROINDUSTRIA,Credito,NO,27/03/2020,"$60,000.00",,$0.00,Abastecedora,15,%0,Activo,Abastecedora,Los Mochis, DIESEL AUTOMOTRIZ PETROIL," BLVD. 16 DE SEPTIEMBRE #460 NTE CENTRO C.P. 81000 Guasave, Sinaloa, México | NAPO #172 VILLA CAMPESTRE C.P. 81048 Guasave, Sinaloa, México",,"0000000000,-",,,,undefined,,,,,,,undefined,undefined,,,
5112,AGRICOLA SOCAM,ASO130823TCA,,GasPetroil,08/02/2024,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," AGUASCALIENTES #330 CUAUHTEMOC (URBANIZABLE 6) C.P. 85110 Cajeme, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6441160497,",,,,undefined,,,,,,,undefined,undefined,,,
159,AGRICOLA TERRAMARA,ATE000114AQ6,,Distribuidora,03/04/2014,AGRICULTURA,,Credito,NO,13/10/2017,"$300,000.00",17/05/2016,"$400,000.00",Abastecedora,30,%0.1,Activo,Abastecedora,Mazatlan," DIESEL MARINO PETROIL, DIESEL AUTOMOTRIZ PETROIL"," BLVD MORELOS ENTRE CALLE 13 Y ESQUINA #307 LOMA LINDA C.P. 83150 Hermosillo, Sonora, México",ABACOM - Hermosillo - RENE COTA VALENZUELA,"6622105753,6622105753, 6622105753",,,,undefined,,,,,,,undefined,undefined,,,
5273,AGRICOLA TOPLOP,ATO200313NZ0,GRANERA,Distribuidora,27/03/2024,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Ciudad Obregon, DIESEL AUTOMOTRIZ PETROIL," TABASCO #342 ZONA NORTE C.P. 85040 Cajeme, Sonora, México",ABACOM - Ciudad Obregon - NELSON IVAN JARA VILLARREAL,"6621140832,",,,,undefined,,,,,,,undefined,undefined,,,
4251,AGRICOLA TORUGOS,ATO1008037X3,,GasPetroil,26/04/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," AVENIDA (AV.) MAYO #1024 URBANIZABLE 4 C.P. 85000 Cajeme, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6444136167,",,,,undefined,,,,,,,undefined,undefined,,,
171,AGRICOLA URQUIJO,AUR100115933,,Distribuidora,29/09/2014,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL," SIN NOMBRE #SN EJIDO JUAN DE LA BARRERA TTE C.P. 85257 Huatabampo, Sonora, México",ABACOM - Los Mochis - CESAR RUBEN SOTO ORTEGA,"0000000000,",,,,undefined,,,,,,,undefined,undefined,,,
4343,AGRICOLA URSOMEX,AUR2012046C3,,Distribuidora,18/05/2023,ACUACULTURA,,Credito,NO,23/12/2024,"$400,000.00",23/12/2024,"$400,000.00",Abastecedora,30,%0.125,Activo,Abastecedora,Ensenada, DIESEL AUTOMOTRIZ PETROIL," CARRETERA TRANSPENINSULAR KM 47.5 #S/N CONOCIDA C.P. 22795 Ensenada, Baja California, México",ABACOM - Ensenada - ADRIANA CERVANTES ROBLES,"6461169520,",,,,undefined,,,,,,,undefined,undefined,,,
1214,AGRICOLA VALLE DEL EVORA,AVE151014EZ3,GUMAROS,Distribuidora,15/08/2017,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Los Mochis, DIESEL AUTOMOTRIZ PETROIL," PRADO VERDE #321 PRADO BONITO C.P. 81476 Salvador Alvarado, Sinaloa, México",ABACOM - Los Mochis - CESAR RUBEN SOTO ORTEGA,"6737328565,",,,,undefined,,,,,,,undefined,undefined,,,
4905,AGRICOLA VILLEGAS JR,AVJ220201U60,,GasPetroil,14/12/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," CHIAPAS #2575 SANTA FE C.P. 81234 Ahome, Sinaloa, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6682016298,",,,,undefined,,,,,,,undefined,undefined,,,
2586,AGRICOLA XIMENA,AXI160413IE7,YENESIX,Distribuidora,28/05/2020,AGRICULTURA,ASOCIACIÓN DE AGRICULTORES,Credito,NO,13/09/2023,"$1,000,000.00",31/05/2023,"$1,000,000.00",Abastecedora,30,%0.125,Activo,Abastecedora,Hermosillo," DIESEL MARINO PETROIL, DIESEL AUTOMOTRIZ PETROIL"," FRAY MARCO DE NIZA ENTRE DIEGO VANDERZIP Y CALLE PEDROMENDEZ #518 LOS MISIONEROS C.P. 85134 Cajeme, Sonora, México","ABACOM - Ciudad Obregon - AMADO SABAS GUZMAN REYNAUD, ABACOM - Hermosillo - JESUS RAMON PRECIADO GARCIA","1111111111,",,,,undefined,,,,,,,undefined,undefined,,,
1685,AGRICOLA Y ACUICOLA EL SAUZ SA DE CV,AAS991007CU0,,Distribuidora,18/09/2018,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan,," BLVD JESUS KUMATE RODRIGUEZ #3299-64 PRIVADA REAL DE VALLE C.P. 80145 Culiacán, Sinaloa, México",,",",,,,undefined,,,,,,,undefined,undefined,,,
11,AGRICOLA Y ACUICOLA JIMENEZ S DE R L DE C V,AAJ1311088X7,JIMENEZ,Distribuidora,06/10/2014,ACUACULTURA,,Credito,NO,13/10/2017,"$150,000.00",20/12/2018,"$150,000.00",Abastecedora,30,%0.1,Activo,Abastecedora,Mazatlan, DIESEL MARINO PETROIL,,ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD,",6671820206",,,,undefined,,,,,,,undefined,undefined,,,
2281,AGRICOLA Y ACUICOLA RENTERIA,AAR0506215B4,HERMAANG,Distribuidora,16/12/2019,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan, DIESEL AUTOMOTRIZ PETROIL," MIGUEL HIDALGO OTE #592 CENTRO C.P. 80000 Culiacán, Sinaloa, México",ABACOM - Culiacan - CARLOS EDUARDO IBARRA TREJO,"6672554362,",,,,undefined,,,,,,,undefined,undefined,,,
4389,AGRICOLA Y COMERCIAL EL COMODINO,ACC1802272U1,,GasPetroil,31/05/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," ALFREDO MURILLO #58 EL RASTRO VIEJO C.P. 85980 Huatabampo, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6421380543,",,,,undefined,,,,,,,undefined,undefined,,,
1796,AGRICOLA Y COMERCIAL SAN KISSTOLO,ACS931020HF6,RINDEMAS,Asociados,19/12/2018,ENERGETICO,GASOLINERAS,Credito,NO,19/12/2018,"$5,000,000.00",,$0.00,Abastecedora,21,%0.10000000149,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," CARRETERA A EL DORADO #12501 CAMPO DIEZ C.P. 80396 Culiacán, Sinaloa, México",ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD,"6672090587,",",Pagare,,",,"$5,000,000.00",undefined,,,,,29/04/2026,29/04/2029,undefined,undefined,"$4,000,000.00",09/06/2021,
70,AGRICOLA Y GANADERA CASTAÑEDA SPR DE RL,AGC070220EF9,,Distribuidora,22/03/2017,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL," POZO #929 LAS PALOMAS C.P. 45600 San Pedro Tlaquepaque, Jalisco, México",ABACOM - Guadalajara - AMADO SABAS GUZMAN REYNAUD,",3315682052",,,,undefined,,,,,,,undefined,undefined,,,
3140,AGRICOLA Y GANADERA DEL MANGUITO,XAXX010101000,,Distribuidora,29/04/2021,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan,," SN #SN SN C.P. 80450 Culiacán, Sinaloa, México",ABACOM - Culiacan - CARLOS EDUARDO IBARRA TREJO,"6671380712,",,,,undefined,,,,,,,undefined,undefined,,,
2812,AGRICOLA Y GANADERA LA ESPERANZA,AGE990706CA7,,Distribuidora,20/10/2020,AGRICULTURA,AGROINDUSTRIA,Credito,NO,22/10/2020,"$700,000.00",22/10/2020,"$500,000.00",Abastecedora,30,%0.10000000149,Activo,Abastecedora,Hermosillo, DIESEL AUTOMOTRIZ PETROIL," BLVD KINO #1110 PITIC C.P. 83150 Hermosillo, Sonora, México | BLVD FRANCISCO EUSEBIO KINO #309 COUNTRY CLUB C.P. 83010 Hermosillo, Sonora, México",ABACOM - Hermosillo - JESUS RAMON PRECIADO GARCIA,"6623577617,",,,,undefined,,,,,,,undefined,undefined,,,
1267,"AGRICOLA Y GANADERA LOS TABACHINES LS, S.A. DE C.V.",AGT100108SL1,,Distribuidora,12/10/2017,AGRICULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan,," LOS ANGELES #2589 COUNTRY DEL RIO C.P. 80050 Culiacán, Sinaloa, México",,"77777,",,,,undefined,,,,,,,undefined,undefined,,,
4086,AGRICOLA Y SERVICIOS HERANG,ASH161129TC0,HERANG,Distribuidora,28/12/2022,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan, DIESEL AUTOMOTRIZ PETROIL," CANAL LATERAL ENTRE CALLE CAMINO A BACHIGUALATITO #SN OTRA NO ESPECIFICADA EN EL CATALOGO C.P. 80300 Culiacán, Sinaloa, México",ABACOM - Culiacan - CARLOS EDUARDO IBARRA TREJO,"6671639966,",,,,undefined,,,,,,,undefined,undefined,,,
1714,AGRICOLA YENESIX,AYE100507626,YENESIX,Distribuidora,06/10/2018,AGRICULTURA,ASOCIACIÓN DE AGRICULTORES,Credito,NO,06/10/2018,"$1,000,000.00",27/08/2018,$0.00,Abastecedora,30,%0.10000000149,Activo,Abastecedora,Hermosillo, DIESEL AUTOMOTRIZ PETROIL," CALLE 13 #SIN NUMERO S/C C.P. 85271 Cajeme, Sonora, México","ABACOM - Ciudad Obregon - AMADO SABAS GUZMAN REYNAUD, ABACOM - Hermosillo - JESUS RAMON PRECIADO GARCIA, ABACOM - Mexicali - JESUS RAMON PRECIADO GARCIA","6441212065,6447966770, 644 196 67, ---",,,,undefined,,,,,,,undefined,undefined,,,
1342,AGRICOLA ZAMGOM SA DE CV,AZA100609KB5,,Distribuidora,18/12/2017,AGRICULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan,," VILLA ANDALUCIA #2676 villas del rio C.P. 80050 Culiacán, Sinaloa, México",,",-",,,,undefined,,,,,,,undefined,undefined,,,
1774,AGRICOLA ZARATTINI,AZA981127SL8,,Distribuidora,27/11/2018,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Guadalajara, DIESEL AUTOMOTRIZ PETROIL," ESCUELA MEDICO MILITAR #88 JARDINES DE IRAPUATO C.P. 36660 Irapuato, Guanajuato, México","PETROSMART - Salamanca - JOSE ARELLANO LOPEZ, PETROSMART - Guadalajara - JUAN MANUEL FLORES NAVARRO, PETROSMART - Silao - JUAN MANUEL FLORES NAVARRO","4622511020,tel. Of. 4, Tel. Of.  ",,,,undefined,,,,,,,undefined,undefined,,,
3139,AGRICOLAY GANADERA DEL MANGUITO,XAXX010101000,,Distribuidora,29/04/2021,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan,," SN #SN SN C.P. 80450 Culiacán, Sinaloa, México",ABACOM - Culiacan - CARLOS EDUARDO IBARRA TREJO,"6671380712,",,,,undefined,,,,,,,undefined,undefined,,,
4753,AGRIFRESNO,AGR1106036V6,,GasPetroil,04/11/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," MIGUEL ALEMAN #548 NORTE ZONA NORTE C.P. 85010 Cajeme, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6441316297,",,,,undefined,,,,,,,undefined,undefined,,,
77,AGRIGONSIN,AGR050722LP4,AGRIGONSIN,Distribuidora,27/10/2012,AGRICULTURA,,Credito,NO,13/10/2017,"$400,000.00",16/04/2019,"$400,000.00",Abastecedora,30,%0.1,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL," 10 #S/N ALFONSO G CALDERON C.P. 81980 San Ignacio, Sinaloa, México",ABACOM - Los Mochis - CESAR RUBEN SOTO ORTEGA,"0000000000,",,,,undefined,,,,,,,undefined,undefined,,,
79,AGRILLAZA,AGR150810MG8,,Distribuidora,19/09/2015,AGRICULTURA,AGROINDUSTRIA,Credito,NO,13/10/2017,"$500,000.00",17/05/2016,"$500,000.00",Abastecedora,30,%0.1,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL," AVE. SERDAN  #N/A CENTRO C.P. 85400 Guaymas, Sonora, México",ABACOM - Hermosillo - RENE COTA VALENZUELA,"1111111111,6222229052",,,,undefined,,,,,,,undefined,undefined,,,
7644,AGRIMALBA,AGR120608AG9,,GasPetroil,23/10/2025,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," CARRETERA CERO NORTE #KM 11 MIGUEL ALEMAN LA DOCE , CENTRO C.P. 83344 Hermosillo, Sonora, México","PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD","6621420275,",,,,undefined,,,,,,,undefined,undefined,,,
78,AGRIROMAN S. A. DE C. V.,AGR1412151G0,,Distribuidora,26/06/2015,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan," DIESEL AUTOMOTRIZ PETROIL, DIESEL AUTOMOTRIZ PETROIL",,ACP - Los Mochis - JUAN ENRIQUE RAMIREZ URIAS,",6672350093",,,,undefined,,,,,,,undefined,undefined,,,
2162,AGRISIN,AGR180421K8A,REASA,Distribuidora,24/09/2019,AGROINDUSTRIA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, DIESEL MARINO PETROIL, DIESEL AUTOMOTRIZ PETROIL, DIESEL PETROIL"," LAS FLORES DORADO #S/N SIN COLONIA C.P. 80490 Culiacán, Sinaloa, México","ABACOM - Culiacan - ROSA MONTAÑO MACIEL, ACP - Culiacan - ROSA MONTAÑO MACIEL","6674075688,",,,,undefined,,,,,,,undefined,undefined,,,
1997,AGRO ALTIMA SA DE CV,AAL980430AB9,,Distribuidora,10/06/2019,AGROINDUSTRIA,,Credito,NO,10/06/2019,"$250,000.00",10/06/2019,"$250,000.00",Abastecedora,30,%0.1,Activo,Abastecedora,Mexicali,," SORGO #200 GRANJAS CECILIA C.P. 21386 Mexicali, Baja California, México",ABACOM - Mexicali - LUCAS JAVIER SANCHEZ DAVILA,"6865637472,",,,,undefined,,,,,,,undefined,undefined,,,
4397,AGRO ARJOSA,AAR211117R59,,Distribuidora,01/06/2023,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, DIESEL DE ULTRA BAJO EN AZUFRE (DUBA), DIESEL MARINO PETROIL, Lubricante basico 2M"," VINOLITOS #72 ADOLFO LOPEZ MATEOS C.P. 80303 Culiacán, Sinaloa, México","ABACOM - Culiacan - ROSA MONTAÑO MACIEL, ACP - Culiacan - ROSA MONTAÑO MACIEL","6671170205,",,,,undefined,,,,,,,undefined,undefined,,,
3606,AGRO DISEL DE SONORA,ADS200414771,,Distribuidora,17/02/2022,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Hermosillo, DIESEL AUTOMOTRIZ PETROIL," PASEO DEL VALLE #113 VILLA BONITA C.P. 85210 Cajeme, Sonora, México",,"6441493543,",,,,undefined,,,,,,,undefined,undefined,,,
6629,AGRO EXPORTADORA 3H,AEH230830PG4,,GasPetroil,30/01/2025,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," GUADALUPE #LOTE 5 GUADALUPE C.P. 85440 Guaymas, Sonora, México","PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD","6622060797,",,,,undefined,,,,,,,undefined,undefined,,,
